"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2026-02-28T23:56:00+05:30,2026-02-28 23:56:00,19.6,19.6,17,0,0,11.1,62,0,0,0,0,112.5,112.5,85,0,0,25.8,57,25.9,16.6
2026-02-28T23:50:00+05:30,2026-02-28 23:50:00,19.6,19.6,16.8,1.8,3.5,11.1,44,0,0,0,0,112.5,112.5,84,0,0,25.8,57,25.9,16.6
2026-02-28T23:45:00+05:30,2026-02-28 23:45:00,19.7,19.7,17.1,0,1.8,11.1,67,0,0,0,0,112.5,112.5,85,0,0,25.8,57,25.9,16.6
2026-02-28T23:40:00+05:30,2026-02-28 23:40:00,19.8,19.8,16.8,0,1.8,11.1,63,0,0,0,0,112.5,112.5,83,0,0,25.8,57,25.9,16.6
2026-02-28T23:35:00+05:30,2026-02-28 23:35:00,19.8,19.8,17,1.1,1.8,11.1,52,0,0,0,0,112.5,112.5,84,0,0,25.9,57,26,16.7
2026-02-28T23:30:00+05:30,2026-02-28 23:30:00,20,20,17,0,0,11.1,55,0,0,0,0,112.5,112.5,83,0,0,25.9,57,26,16.7
2026-02-28T23:25:00+05:30,2026-02-28 23:25:00,20.2,20.4,17,1.8,3.5,11.1,47,0,0,0,0,112.5,112.5,82,0,0,25.9,57,26,16.7
2026-02-28T23:20:00+05:30,2026-02-28 23:20:00,20.1,20.3,16.9,1.8,3.5,11.1,56,0,0,0,0,112.5,112.5,82,0,0,26,57,26.2,16.8
2026-02-28T23:15:00+05:30,2026-02-28 23:15:00,20,20,17.2,0,0,11.1,45,0,0,0,0,112.5,112.5,84,0,0,26.1,57,26.3,16.9
2026-02-28T23:10:00+05:30,2026-02-28 23:10:00,20,20,17.4,0,0,11.1,64,0,0,0,0,112.5,112.5,85,0,0,26.1,57,26.3,16.9
2026-02-28T23:05:00+05:30,2026-02-28 23:05:00,20,20,17,0,3.5,11.1,96,0,0,0,0,112.5,112.5,83,0,0,26.2,57,26.4,17
2026-02-28T23:00:00+05:30,2026-02-28 23:00:00,20,20,17.4,0,0,11.1,77,0,0,0,0,112.5,112.5,85,0,0,26.3,57,26.4,17.1
2026-02-28T22:55:00+05:30,2026-02-28 22:55:00,20.2,20.5,17.4,0,1.8,11.1,80,0,0,0,0,112.5,112.5,84,0,0,26.4,57,26.6,17.2
2026-02-28T22:50:00+05:30,2026-02-28 22:50:00,20.2,20.5,17.4,0,0,11.1,67,0,0,0,0,112.5,112.5,84,0,0,26.4,57,26.6,17.2
2026-02-28T22:45:00+05:30,2026-02-28 22:45:00,20.3,20.6,17.5,0,0,11.1,66,0,0,0,0,112.5,112.5,84,0,0,26.4,57,26.6,17.2
2026-02-28T22:40:00+05:30,2026-02-28 22:40:00,20.4,20.7,17.4,0,0,11.1,80,0,0,0,0,112.5,112.5,83,0,0,26.5,56,26.7,17
2026-02-28T22:35:00+05:30,2026-02-28 22:35:00,20.5,20.7,17.3,0,1.8,11.1,67,0,0,0,0,112.5,112.5,82,0,0,26.6,56,26.8,17.1
