"Date","Simple Date","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-02-28T23:55:00+05:30,2025-02-28 23:55:00,0,0,13,108,2.3,19.3,15.7,56.9,56.9,417.6,0,0,24.5,91,25.4,22.9
2025-02-28T23:50:00+05:30,2025-02-28 23:50:00,0,0,13,115,2.5,19.3,15.7,56.9,56.9,417.6,0,0,24.5,91,25.4,22.9
2025-02-28T23:45:00+05:30,2025-02-28 23:45:00,0,0,13,115,2.5,19,15.5,56.6,56.6,417.6,0,0,24.5,91,25.4,22.9
2025-02-28T23:40:00+05:30,2025-02-28 23:40:00,0,0,13,144,2.8,18.8,15.2,56.4,56.4,417.3,0,0,24.5,91,25.4,22.9
2025-02-28T23:35:00+05:30,2025-02-28 23:35:00,0,0,13,144,3.8,18.8,15.2,56.4,56.4,417.3,0,0,24.5,91,25.4,22.9
2025-02-28T23:30:00+05:30,2025-02-28 23:30:00,0,0,13,144,4.3,18.5,15,56.1,56.1,417.1,0,0,24.5,91,25.4,22.9
2025-02-28T23:25:00+05:30,2025-02-28 23:25:00,0,0,13,148,4.1,18.3,14.7,55.9,55.9,416.8,0,0,24.5,91,25.4,22.9
2025-02-28T23:20:00+05:30,2025-02-28 23:20:00,0,0,13,53,3.6,17.8,14.2,55.4,55.4,416.3,0,0,24.5,91,25.4,22.9
2025-02-28T23:15:00+05:30,2025-02-28 23:15:00,0,0,13,52,3.6,17.8,14.2,55.4,55.4,416.3,0,0,24.5,91,25.4,22.9
2025-02-28T23:10:00+05:30,2025-02-28 23:10:00,0,0,13,53,3.3,17.5,14,55.1,55.1,415.8,0,0,24.5,91,25.4,22.9
2025-02-28T23:05:00+05:30,2025-02-28 23:05:00,0,0,13,53,3.6,17.5,14,55.1,55.1,415.8,0,0,24.6,91,25.5,23.1
2025-02-28T23:00:00+05:30,2025-02-28 23:00:00,0,0,13,48,3,17,13.5,54.6,54.6,415.3,0,0,24.5,91,25.4,22.9
2025-02-28T22:55:00+05:30,2025-02-28 22:55:00,0,0,13,49,3,17,13.5,54.6,54.6,415.3,0,0,24.5,91,25.4,22.9
