"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Avg Wind Direction (10 mins) (°)","Absolute Pressure (hPa)"
2025-10-31T23:55:00+05:30,2025-10-31 23:55:00,22.3,23.1,1.8,1.8,22,250,0,0,0,0,451.1,2241.6,2241.6,960.5,95,239,960.5
2025-10-31T23:50:00+05:30,2025-10-31 23:50:00,22.3,23.1,0,0,22,239,0,0,0,0,451.1,2241.6,2241.6,960.5,95,259,960.5
2025-10-31T23:45:00+05:30,2025-10-31 23:45:00,22.3,23.1,0,0,22,239,0,0,0,0,451.1,2241.6,2241.6,960.5,95,259,960.5
2025-10-31T23:40:00+05:30,2025-10-31 23:40:00,22.4,23.2,1.8,1.8,22,251,0,0,0,0,451.1,2241.6,2241.6,960.6,95,258,960.6
2025-10-31T23:35:00+05:30,2025-10-31 23:35:00,22.4,23.2,0.7,1.8,22,222,0,0,0,0,451.1,2241.6,2241.6,960.6,95,258,960.6
2025-10-31T23:30:00+05:30,2025-10-31 23:30:00,22.5,23.3,1.1,1.8,22,255,0,0,0,0,451.1,2241.6,2241.6,960.6,95,155,960.6
2025-10-31T23:25:00+05:30,2025-10-31 23:25:00,22.7,23.5,0,0,22,155,0,0,0,0,451.1,2241.6,2241.6,960.6,95,155,960.6
2025-10-31T23:20:00+05:30,2025-10-31 23:20:00,22.6,23.4,0,0,22,155,0,0,0,0,451.1,2241.6,2241.6,960.7,95,155,960.7
2025-10-31T23:15:00+05:30,2025-10-31 23:15:00,22.6,23.4,0,0,22,155,0,0,0,0,451.1,2241.6,2241.6,960.6,95,155,960.6
2025-10-31T23:10:00+05:30,2025-10-31 23:10:00,22.7,23.5,0,0,22,155,0,0,0,0,451.1,2241.6,2241.6,960.7,94,155,960.7
2025-10-31T23:05:00+05:30,2025-10-31 23:05:00,22.8,23.6,1.1,1.8,22,155,0,0,0,0,451.1,2241.6,2241.6,960.6,94,155,960.6
2025-10-31T23:00:00+05:30,2025-10-31 23:00:00,22.9,23.7,1.4,1.8,22,154,0,0,0,0,451.1,2241.6,2241.6,960.7,94,156,960.7
2025-10-31T22:55:00+05:30,2025-10-31 22:55:00,22.8,23.6,0,0,22,155,0,0,0,0,451.1,2241.6,2241.6,960.7,95,156,960.7
2025-10-31T22:50:00+05:30,2025-10-31 22:50:00,22.8,23.6,0,1.8,22,155,0,0,0,0,451.1,2241.6,2241.6,960.8,94,45,960.8
2025-10-31T22:45:00+05:30,2025-10-31 22:45:00,22.9,23.7,1.1,1.8,22,116,0,0,0,0,451.1,2241.6,2241.6,961,94,45,961
2025-10-31T22:40:00+05:30,2025-10-31 22:40:00,22.9,23.7,0.4,1.8,22,45,0,0,0,0,451.1,2241.6,2241.6,960.8,95,317,960.8
2025-10-31T22:35:00+05:30,2025-10-31 22:35:00,22.8,23.6,0,0,22,317,0,0,0,0,451.1,2241.6,2241.6,960.9,95,317,960.9
2025-10-31T22:30:00+05:30,2025-10-31 22:30:00,22.8,23.6,0,1.8,22,317,0,0,0,0,451.1,2241.6,2241.6,961,95,316,961
2025-10-31T22:25:00+05:30,2025-10-31 22:25:00,22.8,23.6,1.4,1.8,22,316,0,0,0,0,451.1,2241.6,2241.6,960.9,95,316,960.9
2025-10-31T22:20:00+05:30,2025-10-31 22:20:00,23,23.8,0.7,1.8,22,316,0,0,0,0,451.1,2241.6,2241.6,960.8,94,317,960.8
2025-10-31T22:15:00+05:30,2025-10-31 22:15:00,23.1,23.9,1.8,1.8,22,317,0,0,0,0,451.1,2241.6,2241.6,960.9,94,317,960.9
2025-10-31T22:10:00+05:30,2025-10-31 22:10:00,23.1,23.9,0,0,22,317,0,0,0,0,451.1,2241.6,2241.6,961,94,317,961
2025-10-31T22:05:00+05:30,2025-10-31 22:05:00,23.1,23.9,0,0,22,317,0,0,0,0,451.1,2241.6,2241.6,961,94,317,961
2025-10-31T22:00:00+05:30,2025-10-31 22:00:00,23.2,24,0,0,22,317,0,0,0,0,451.1,2241.6,2241.6,960.8,94,278,960.8
2025-10-31T21:55:00+05:30,2025-10-31 21:55:00,23.3,24.1,0.7,1.8,22,317,0,0,0,0,451.1,2241.6,2241.6,961,93,278,961
2025-10-31T21:50:00+05:30,2025-10-31 21:50:00,23.5,24.3,1.1,3.6,22,318,0,0,0,0,451.1,2241.6,2241.6,961.2,93,277,961.2
2025-10-31T21:45:00+05:30,2025-10-31 21:45:00,23.4,24.2,0,0,22,277,0,0,0,0,451.1,2241.6,2241.6,961.1,93,277,961.1
2025-10-31T21:40:00+05:30,2025-10-31 21:40:00,23.4,24.2,0,0,22,277,0,0,0,0,451.1,2241.6,2241.6,961,93,231,961
2025-10-31T21:35:00+05:30,2025-10-31 21:35:00,23.5,24.3,0,1.8,22,277,0,0,0,0,451.1,2241.6,2241.6,961,92,231,961
2025-10-31T21:30:00+05:30,2025-10-31 21:30:00,23.5,24.3,0,1.8,22,231,0,0,0,0,451.1,2241.6,2241.6,960.9,92,230,960.9
2025-10-31T21:25:00+05:30,2025-10-31 21:25:00,23.4,24.2,0,1.8,22,230,0,0,0,0,451.1,2241.6,2241.6,960.8,93,230,960.8
2025-10-31T21:20:00+05:30,2025-10-31 21:20:00,23.6,24.4,0,1.8,22,230,0,0,0,0,451.1,2241.6,2241.6,960.9,92,278,960.9
2025-10-31T21:15:00+05:30,2025-10-31 21:15:00,23.4,24.2,0,0,22,278,0,0,0,0,451.1,2241.6,2241.6,960.7,93,278,960.7
2025-10-31T21:10:00+05:30,2025-10-31 21:10:00,23.4,24.2,0,0,22,278,0,0,0,0,451.1,2241.6,2241.6,960.7,93,278,960.7
2025-10-31T21:05:00+05:30,2025-10-31 21:05:00,23.5,24.3,1.1,1.8,22,278,0,0,0,0,451.1,2241.6,2241.6,960.7,93,278,960.7
2025-10-31T21:00:00+05:30,2025-10-31 21:00:00,23.6,24.4,1.8,1.8,22,278,0,0,0,0,451.1,2241.6,2241.6,960.5,93,279,960.5
2025-10-31T20:55:00+05:30,2025-10-31 20:55:00,23.7,24.5,0.4,1.8,22,279,0,0,0,0,451.1,2241.6,2241.6,960.5,92,279,960.5
2025-10-31T20:50:00+05:30,2025-10-31 20:50:00,23.8,24.6,0,0,22,279,0,0,0,0,451.1,2241.6,2241.6,960.7,92,311,960.7
2025-10-31T20:45:00+05:30,2025-10-31 20:45:00,24,24.8,0.4,3.6,22,279,0,0,0,0,451.1,2241.6,2241.6,960.6,91,311,960.6
2025-10-31T20:40:00+05:30,2025-10-31 20:40:00,23.8,24.6,0,0,22,311,0,0,0,0,451.1,2241.6,2241.6,960.4,92,278,960.4
2025-10-31T20:35:00+05:30,2025-10-31 20:35:00,23.8,24.6,2.2,3.6,22,323,0,0,0,0,451.1,2241.6,2241.6,960.2,92,278,960.2
2025-10-31T20:30:00+05:30,2025-10-31 20:30:00,23.9,24.7,1.4,5.4,22,278,0,0,0,0,451.1,2241.6,2241.6,960.4,91,276,960.4
2025-10-31T20:25:00+05:30,2025-10-31 20:25:00,24.3,25.1,1.4,3.6,22,274,0,0,0,0,451.1,2241.6,2241.6,960.2,90,276,960.2
2025-10-31T20:20:00+05:30,2025-10-31 20:20:00,24.6,25.4,1.8,3.6,22,278,0,0,0,0,451.1,2241.6,2241.6,960.2,88,258,960.2
2025-10-31T20:15:00+05:30,2025-10-31 20:15:00,24.6,25.4,0,1.8,22,184,0,0,0,0,451.1,2241.6,2241.6,960.2,87,258,960.2
2025-10-31T20:10:00+05:30,2025-10-31 20:10:00,24.5,25.3,0,1.8,22,172,0,0,0,0,451.1,2241.6,2241.6,960.2,88,210,960.2
2025-10-31T20:05:00+05:30,2025-10-31 20:05:00,24.5,25.3,1.1,1.8,22,255,0,0,0,0,451.1,2241.6,2241.6,960.1,89,210,960.1
2025-10-31T20:00:00+05:30,2025-10-31 20:00:00,24.8,25.6,1.4,1.8,22,210,0,0,0,0,451.1,2241.6,2241.6,960,88,209,960
2025-10-31T19:55:00+05:30,2025-10-31 19:55:00,24.9,25.7,0,0,22,209,0,0,0,0,451.1,2241.6,2241.6,960.1,86,209,960.1
2025-10-31T19:50:00+05:30,2025-10-31 19:50:00,24.9,25.7,0,0,22,209,0,0,0,0,451.1,2241.6,2241.6,960,86,209,960
2025-10-31T19:45:00+05:30,2025-10-31 19:45:00,25,25.8,0,1.8,22,209,0,0,0,0,451.1,2241.6,2241.6,959.8,86,209,959.8
2025-10-31T19:40:00+05:30,2025-10-31 19:40:00,25.2,26,0.4,1.8,22,209,0,0,0,0,451.1,2241.6,2241.6,959.7,85,209,959.7
2025-10-31T19:35:00+05:30,2025-10-31 19:35:00,25.1,25.9,0,1.8,22,209,0,0,0,0,451.1,2241.6,2241.6,959.8,86,209,959.8
2025-10-31T19:30:00+05:30,2025-10-31 19:30:00,25.1,25.9,1.8,3.6,22,209,0,0,0,0,451.1,2241.6,2241.6,959.4,86,261,959.4
2025-10-31T19:25:00+05:30,2025-10-31 19:25:00,25.6,26.4,1.4,1.8,22,228,0,0,0,0,451.1,2241.6,2241.6,959.4,85,261,959.4
2025-10-31T19:20:00+05:30,2025-10-31 19:20:00,25.6,26.4,0,1.8,22,261,0,0,0,0,451.1,2241.6,2241.6,959.5,84,261,959.5
2025-10-31T19:15:00+05:30,2025-10-31 19:15:00,25.5,26.3,0,0,22,261,0,0,0,0,451.1,2241.6,2241.6,959.1,85,261,959.1
2025-10-31T19:11:00+05:30,2025-10-31 19:11:00,25.5,26.3,0,1.8,22,261,0,0,0,0,451.1,2241.6,2241.6,959,85,230,959
2025-10-31T19:05:00+05:30,2025-10-31 19:05:00,25.8,26.6,0,1.8,22,262,0,0,0,0,451.1,2241.6,2241.6,959.2,84,230,959.2
2025-10-31T19:00:00+05:30,2025-10-31 19:00:00,26.2,27,0.4,1.8,22,231,0,0,0,0,451.1,2241.6,2241.6,959.1,82,230,959.1
2025-10-31T18:55:00+05:30,2025-10-31 18:55:00,26.3,27.1,0,0,22,230,0,0,0,0,451.1,2241.6,2241.6,959.2,80,230,959.2
2025-10-31T18:50:00+05:30,2025-10-31 18:50:00,26.3,27.1,0,1.8,22,230,0,0,0,0,451.1,2241.6,2241.6,959.1,81,209,959.1
2025-10-31T18:45:00+05:30,2025-10-31 18:45:00,26.6,27.4,0.4,1.8,22,229,0,0,0,0,451.1,2241.6,2241.6,959.1,78,209,959.1
2025-10-31T18:40:00+05:30,2025-10-31 18:40:00,26.7,29,0,1.8,22,209,0,0,0,0,451.1,2241.6,2241.6,958.8,79,209,958.8
2025-10-31T18:35:00+05:30,2025-10-31 18:35:00,26.8,29.1,1.1,1.8,22,208,0,0,0,0,451.1,2241.6,2241.6,958.8,78,209,958.8
2025-10-31T18:30:00+05:30,2025-10-31 18:30:00,27,29.5,0.7,1.8,22,208,0,0,0,0,451.1,2241.6,2241.6,958.5,77,280,958.5
2025-10-31T18:25:00+05:30,2025-10-31 18:25:00,27.3,30,2.9,3.6,22,187,0,0,0,0,451.1,2241.6,2241.6,958.4,76,280,958.4
2025-10-31T18:20:00+05:30,2025-10-31 18:20:00,27.1,29.6,0,0,22,279,0,0,0,0,451.1,2241.6,2241.6,958.5,76,279,958.5
2025-10-31T18:15:00+05:30,2025-10-31 18:15:00,27.1,29.7,1.4,3.6,22,327,0,0,0,0,451.1,2241.6,2241.6,958.2,77,279,958.2
2025-10-31T18:10:00+05:30,2025-10-31 18:10:00,27.4,30.2,0,1.8,22,279,0,0,0,0,451.1,2241.6,2241.6,958,76,278,958
2025-10-31T18:05:00+05:30,2025-10-31 18:05:00,27.5,30.3,0,1.8,22,279,0,0,0,0,451.1,2241.6,2241.6,958.2,75,278,958.2
2025-10-31T18:00:00+05:30,2025-10-31 18:00:00,27.8,30.8,0,0,22,279,0,0,0,0,451.1,2241.6,2241.6,957.8,74,302,957.8
2025-10-31T17:55:00+05:30,2025-10-31 17:55:00,28.3,31.7,1.1,3.6,22,278,0,0,0,0,451.1,2241.6,2241.6,957.8,73,302,957.8
2025-10-31T17:50:00+05:30,2025-10-31 17:50:00,28.4,31.6,0,1.8,22,311,0,0,0,0,451.1,2241.6,2241.6,957.8,71,296,957.8
2025-10-31T17:45:00+05:30,2025-10-31 17:45:00,28.4,31.6,0,3.6,22,281,0,0,0,0,451.1,2241.6,2241.6,957.9,71,296,957.9
2025-10-31T17:40:00+05:30,2025-10-31 17:40:00,28.6,31.9,1.1,3.6,22,296,0,0,0,0,451.1,2241.6,2241.6,958,70,293,958
2025-10-31T17:35:00+05:30,2025-10-31 17:35:00,28.8,32.1,0.4,1.8,22,345,0,0,0,0,451.1,2241.6,2241.6,957.7,69,293,957.7
2025-10-31T17:30:00+05:30,2025-10-31 17:30:00,28.9,32.3,4.3,5.4,22,326,0,0,0,0,451.1,2241.6,2241.6,957.7,69,292,957.7
2025-10-31T17:25:00+05:30,2025-10-31 17:25:00,29.4,33.2,1.8,1.8,22,236,0,0,0,0,451.1,2241.6,2241.6,957.6,68,292,957.6
2025-10-31T17:20:00+05:30,2025-10-31 17:20:00,29.5,33,1.1,3.6,22,317,0,0,0,0,451.1,2241.6,2241.6,957.6,66,267,957.6
2025-10-31T17:15:00+05:30,2025-10-31 17:15:00,29.6,33.4,2.9,5.4,22,288,0,0,0,0,451.1,2241.6,2241.6,957.4,67,267,957.4
2025-10-31T17:10:00+05:30,2025-10-31 17:10:00,29.4,32.8,0.4,1.8,22,253,0,0,0,0,451.1,2241.6,2241.6,957.5,66,315,957.5
2025-10-31T17:05:00+05:30,2025-10-31 17:05:00,29.6,33.2,4,9.4,22,339,0,0,0,0,451.1,2241.6,2241.6,957.3,66,315,957.3
2025-10-31T17:00:00+05:30,2025-10-31 17:00:00,29.7,33,4.7,7.2,22,7,0,0,0,0,451.1,2241.6,2241.6,957.2,64,296,957.2
2025-10-31T16:55:00+05:30,2025-10-31 16:55:00,29.7,33,7.6,11.2,22,321,0,0,0,0,451.1,2241.6,2241.6,957.2,64,296,957.2
2025-10-31T16:50:00+05:30,2025-10-31 16:50:00,30.1,33.7,2.9,7.2,22,316,0,0,0,0,451.1,2241.6,2241.6,957.2,63,302,957.2
2025-10-31T16:45:00+05:30,2025-10-31 16:45:00,30.2,33.9,5,11.2,22,295,0,0,0,0,451.1,2241.6,2241.6,957.3,63,302,957.3
2025-10-31T16:40:00+05:30,2025-10-31 16:40:00,30.4,33.8,2.9,5.4,22,254,0,0,0,0,451.1,2241.6,2241.6,957.1,61,269,957.1
2025-10-31T16:35:00+05:30,2025-10-31 16:35:00,30.4,33.8,7.2,11.2,22,293,0,0,0,0,451.1,2241.6,2241.6,956.9,61,269,956.9
2025-10-31T16:30:00+05:30,2025-10-31 16:30:00,31,34.4,3.6,5.4,22,294,0,0,0,0,451.1,2241.6,2241.6,957.2,58,280,957.2
2025-10-31T16:25:00+05:30,2025-10-31 16:25:00,30.7,34.2,4.7,7.2,22,335,0,0,0,0,451.1,2241.6,2241.6,957.1,60,280,957.1
2025-10-31T16:20:00+05:30,2025-10-31 16:20:00,30.3,33.6,6.5,11.2,22,285,0,0,0,0,451.1,2241.6,2241.6,957,61,268,957
2025-10-31T16:15:00+05:30,2025-10-31 16:15:00,30.9,34.6,6.1,7.2,22,296,0,0,0,0,451.1,2241.6,2241.6,956.7,60,268,956.7
2025-10-31T16:10:00+05:30,2025-10-31 16:10:00,31,34.4,3.6,11.2,22,263,0,0,0,0,451.1,2241.6,2241.6,956.9,58,332,956.9
2025-10-31T16:05:00+05:30,2025-10-31 16:05:00,30.8,34.2,2.2,5.4,22,301,0,0,0,0,451.1,2241.6,2241.6,956.9,59,332,956.9
2025-10-31T16:00:00+05:30,2025-10-31 16:00:00,30.8,34,3.6,7.2,22,279,0,0,0,0,451.1,2241.6,2241.6,956.9,58,301,956.9
2025-10-31T15:55:00+05:30,2025-10-31 15:55:00,30.4,33.2,6.5,7.2,22,300,0,0,0,0,451.1,2241.6,2241.6,956.9,58,301,956.9
2025-10-31T15:50:00+05:30,2025-10-31 15:50:00,30.6,34,3.6,11.2,22,290,0,0,0,0,451.1,2241.6,2241.6,956.8,60,295,956.8
2025-10-31T15:45:00+05:30,2025-10-31 15:45:00,30.8,34.4,7.2,13,22,327,0,0,0,0,451.1,2241.6,2241.6,956.8,60,295,956.8
2025-10-31T15:40:00+05:30,2025-10-31 15:40:00,31,34.4,8.3,9.4,22,295,0,0,0,0,451.1,2241.6,2241.6,956.9,58,272,956.9
2025-10-31T15:35:00+05:30,2025-10-31 15:35:00,31.2,34.5,2.5,7.2,22,261,0,0,0,0,451.1,2241.6,2241.6,957,57,272,957
2025-10-31T15:30:00+05:30,2025-10-31 15:30:00,30.7,33.8,10.4,16.6,22,293,0,0,0,0,451.1,2241.6,2241.6,956.8,58,251,956.8
2025-10-31T15:25:00+05:30,2025-10-31 15:25:00,31.4,34.7,2.9,3.6,22,276,0,0,0,0,451.1,2241.6,2241.6,956.7,56,251,956.7
2025-10-31T15:20:00+05:30,2025-10-31 15:20:00,30.3,33.4,6.8,9.4,22,263,0,0,0,0,451.1,2241.6,2241.6,956.7,60,290,956.7
2025-10-31T15:15:00+05:30,2025-10-31 15:15:00,30,32.8,7.2,11.2,22,243,0,0,0,0,451.1,2241.6,2241.6,956.8,60,290,956.8
2025-10-31T15:10:00+05:30,2025-10-31 15:10:00,30.6,33.8,3.6,3.6,22,246,0,0,0,0,451.1,2241.6,2241.6,956.9,59,248,956.9
2025-10-31T15:05:00+05:30,2025-10-31 15:05:00,30.3,33.2,2.9,13,22,331,0,0,0,0,451.1,2241.6,2241.6,956.7,59,248,956.7
2025-10-31T15:00:00+05:30,2025-10-31 15:00:00,30.6,33.8,0.4,7.2,22,340,0,0,0,0,451.1,2241.6,2241.6,956.7,59,266,956.7
2025-10-31T14:55:00+05:30,2025-10-31 14:55:00,30.9,34.4,4.7,9.4,22,233,0,0,0,0,451.1,2241.6,2241.6,956.9,59,266,956.9
2025-10-31T14:50:00+05:30,2025-10-31 14:50:00,30.7,34,6.5,9.4,22,271,0,0,0,0,451.1,2241.6,2241.6,956.8,59,281,956.8
2025-10-31T14:45:00+05:30,2025-10-31 14:45:00,31.5,35.4,4.7,14.8,22,273,0,0,0,0,451.1,2241.6,2241.6,956.8,58,281,956.8
2025-10-31T14:40:00+05:30,2025-10-31 14:40:00,30.6,33.8,2.9,7.2,22,357,0,0,0,0,451.1,2241.6,2241.6,956.8,59,277,956.8
2025-10-31T14:35:00+05:30,2025-10-31 14:35:00,31.1,34.3,8.6,11.2,22,234,0,0,0,0,451.1,2241.6,2241.6,956.9,57,277,956.9
2025-10-31T14:30:00+05:30,2025-10-31 14:30:00,31,34.4,5.4,14.8,22,285,0,0,0,0,451.1,2241.6,2241.6,957.1,58,271,957.1
2025-10-31T14:25:00+05:30,2025-10-31 14:25:00,31.2,34.3,7.9,9.4,22,290,0,0,0,0,451.1,2241.6,2241.6,957,56,271,957
2025-10-31T14:20:00+05:30,2025-10-31 14:20:00,31.2,34.5,7.9,14.8,22,272,0,0,0,0,451.1,2241.6,2241.6,957.2,57,212,957.2
2025-10-31T14:15:00+05:30,2025-10-31 14:15:00,31,33.7,2.2,3.6,22,312,0,0,0,0,451.1,2241.6,2241.6,957.2,55,212,957.2
2025-10-31T14:10:00+05:30,2025-10-31 14:10:00,30.9,33.7,4,7.2,22,210,0,0,0,0,451.1,2241.6,2241.6,957.3,56,262,957.3
2025-10-31T14:06:00+05:30,2025-10-31 14:06:00,30.4,33.2,8.6,16.6,22,249,0,0,0,0,451.1,2241.6,2241.6,957.4,58,262,957.4
2025-10-31T14:00:00+05:30,2025-10-31 14:00:00,31,34.1,4.7,13,22,259,0,0,0,0,451.1,2241.6,2241.6,957.4,57,242,957.4
2025-10-31T13:55:00+05:30,2025-10-31 13:55:00,30.9,33.9,8.6,11.2,22,32,0,0,0,0,451.1,2241.6,2241.6,957.4,57,242,957.4
2025-10-31T13:50:00+05:30,2025-10-31 13:50:00,30.7,33.5,9.7,13,22,280,0,0,0,0,451.1,2241.6,2241.6,957.4,57,274,957.4
2025-10-31T13:45:00+05:30,2025-10-31 13:45:00,30.7,33.5,11.9,16.6,22,285,0,0,0,0,451.1,2241.6,2241.6,957.4,57,274,957.4
2025-10-31T13:40:00+05:30,2025-10-31 13:40:00,30.8,33.7,9.7,11.2,22,265,0,0,0,0,451.1,2241.6,2241.6,957.5,57,238,957.5
2025-10-31T13:35:00+05:30,2025-10-31 13:35:00,31.2,34.3,7.2,9.4,22,250,0,0,0,0,451.1,2241.6,2241.6,957.7,56,238,957.7
2025-10-31T13:30:00+05:30,2025-10-31 13:30:00,30.6,33.3,9.4,11.2,22,189,0,0,0,0,451.1,2241.6,2241.6,957.7,57,267,957.7
2025-10-31T13:25:00+05:30,2025-10-31 13:25:00,29.7,31.9,0.4,3.6,22,275,0,0,0,0,451.1,2241.6,2241.6,957.7,58,267,957.7
2025-10-31T13:20:00+05:30,2025-10-31 13:20:00,30,32.4,7.9,11.2,22,258,0,0,0,0,451.1,2241.6,2241.6,957.9,58,329,957.9
2025-10-31T13:15:00+05:30,2025-10-31 13:15:00,30.4,33.4,9,11.2,22,320,0,0,0,0,451.1,2241.6,2241.6,957.8,59,329,957.8
2025-10-31T13:10:00+05:30,2025-10-31 13:10:00,31.1,34.6,6.5,11.2,22,217,0,0,0,0,451.1,2241.6,2241.6,958,58,246,958
2025-10-31T13:05:00+05:30,2025-10-31 13:05:00,30.3,33.2,7.9,11.2,22,195,0,0,0,0,451.1,2241.6,2241.6,958,59,246,958
2025-10-31T13:00:00+05:30,2025-10-31 13:00:00,31.6,35.1,3.2,5.4,22,233,0,0,0,0,451.1,2241.6,2241.6,958.1,56,274,958.1
2025-10-31T12:55:00+05:30,2025-10-31 12:55:00,30.4,33.2,4.3,5.4,22,306,0,0,0,0,451.1,2241.6,2241.6,958.2,58,274,958.2
2025-10-31T12:50:00+05:30,2025-10-31 12:50:00,30.6,33.8,6.5,13,22,283,0,0,0,0,451.1,2241.6,2241.6,958.3,59,239,958.3
2025-10-31T12:45:00+05:30,2025-10-31 12:45:00,29.5,32.1,3.6,13,22,281,0,0,0,0,451.1,2241.6,2241.6,958.3,61,239,958.3
2025-10-31T12:40:00+05:30,2025-10-31 12:40:00,30.5,33.4,2.2,9.4,22,292,0,0,0,0,451.1,2241.6,2241.6,958.3,58,226,958.3
2025-10-31T12:35:00+05:30,2025-10-31 12:35:00,30.4,33,7.6,11.2,13,245,0,0,0,0,451.1,2241.6,2241.6,958.6,57,226,958.6
2025-10-31T12:30:00+05:30,2025-10-31 12:30:00,30.7,33.5,7.6,11.2,13,292,0,0,0,0,451.1,2241.6,2241.6,958.5,57,251,958.5
2025-10-31T12:25:00+05:30,2025-10-31 12:25:00,30.7,33.8,6.1,11.2,13,272,0,0,0,0,451.1,2241.6,2241.6,958.6,58,251,958.6
2025-10-31T12:20:00+05:30,2025-10-31 12:20:00,30,32.6,4,11.2,13,34,0,0,0,0,451.1,2241.6,2241.6,958.7,59,257,958.7
2025-10-31T12:15:00+05:30,2025-10-31 12:15:00,30,32.8,7.9,11.2,13,259,0,0,0,0,451.1,2241.6,2241.6,958.9,60,257,958.9
2025-10-31T12:10:00+05:30,2025-10-31 12:10:00,30.7,34.2,3.6,9.4,13,233,0,0,0,0,451.1,2241.6,2241.6,959.1,60,271,959.1
2025-10-31T12:05:00+05:30,2025-10-31 12:05:00,31.1,34.1,6.8,11.2,13,279,0,0,0,0,451.1,2241.6,2241.6,959.2,56,271,959.2
2025-10-31T12:00:00+05:30,2025-10-31 12:00:00,30.8,34.2,7.2,9.4,13,223,0,0,0,0,451.1,2241.6,2241.6,959.2,59,330,959.2
2025-10-31T11:55:00+05:30,2025-10-31 11:55:00,30.3,32.8,0.4,3.6,13,148,0,0,0,0,451.1,2241.6,2241.6,959.3,57,330,959.3
2025-10-31T11:50:00+05:30,2025-10-31 11:50:00,30,32.4,6.8,13,13,330,0,0,0,0,451.1,2241.6,2241.6,959.5,58,261,959.5
2025-10-31T11:45:00+05:30,2025-10-31 11:45:00,30.4,32.8,2.2,3.6,13,299,0,0,0,0,451.1,2241.6,2241.6,959.5,56,261,959.5
2025-10-31T11:40:00+05:30,2025-10-31 11:40:00,29.8,32.5,1.8,1.8,13,216,0,0,0,0,451.1,2241.6,2241.6,959.6,60,14,959.6
2025-10-31T11:35:00+05:30,2025-10-31 11:35:00,30.2,32.8,2.5,5.4,13,261,0,0,0,0,451.1,2241.6,2241.6,959.7,58,14,959.7
2025-10-31T11:30:00+05:30,2025-10-31 11:30:00,30,32.3,2.5,7.2,13,294,0,0,0,0,451.1,2241.6,2241.6,959.8,57,309,959.8
2025-10-31T11:25:00+05:30,2025-10-31 11:25:00,30,32.4,2.5,7.2,13,14,0,0,0,0,451.1,2241.6,2241.6,960,58,309,960
2025-10-31T11:20:00+05:30,2025-10-31 11:20:00,29.3,31.6,9.4,13,13,300,0,0,0,0,451.1,2241.6,2241.6,960,60,315,960
2025-10-31T11:15:00+05:30,2025-10-31 11:15:00,29.7,32.1,4,9.4,11.2,155,0,0,0,0,451.1,2241.6,2241.6,960.3,59,315,960.3
2025-10-31T11:10:00+05:30,2025-10-31 11:10:00,29.5,31.7,9.4,11.2,11.2,318,0,0,0,0,451.1,2241.6,2241.6,960.3,59,250,960.3
2025-10-31T11:05:00+05:30,2025-10-31 11:05:00,28.8,31.1,4.7,9.4,11.2,296,0,0,0,0,451.1,2241.6,2241.6,960.3,63,250,960.3
2025-10-31T11:00:00+05:30,2025-10-31 11:00:00,29.5,31.9,4,5.4,11.2,225,0,0,0,0,451.1,2241.6,2241.6,960.5,60,259,960.5
2025-10-31T10:55:00+05:30,2025-10-31 10:55:00,28.8,31.1,2.2,5.4,11.2,279,0,0,0,0,451.1,2241.6,2241.6,960.7,63,259,960.7
2025-10-31T10:50:00+05:30,2025-10-31 10:50:00,29.8,32.5,6.1,7.2,11.2,256,0,0,0,0,451.1,2241.6,2241.6,960.8,60,313,960.8
2025-10-31T10:45:00+05:30,2025-10-31 10:45:00,29.1,31.4,2.2,3.6,11.2,169,0,0,0,0,451.1,2241.6,2241.6,960.9,61,313,960.9
2025-10-31T10:40:00+05:30,2025-10-31 10:40:00,29.4,31.9,3.6,7.2,11.2,34,0,0,0,0,451.1,2241.6,2241.6,960.9,61,267,960.9
2025-10-31T10:35:00+05:30,2025-10-31 10:35:00,28.5,30.5,1.1,5.4,11.2,249,0,0,0,0,451.1,2241.6,2241.6,960.9,62,267,960.9
2025-10-31T10:30:00+05:30,2025-10-31 10:30:00,28.9,31.3,5.4,9.4,11.2,283,0,0,0,0,451.1,2241.6,2241.6,961.1,63,37,961.1
2025-10-31T10:25:00+05:30,2025-10-31 10:25:00,29.7,32.5,2.9,7.2,11.2,228,0,0,0,0,451.1,2241.6,2241.6,961,61,37,961
2025-10-31T10:20:00+05:30,2025-10-31 10:20:00,29.2,31.5,2.5,3.6,11.2,169,0,0,0,0,451.1,2241.6,2241.6,961.1,61,223,961.1
2025-10-31T10:15:00+05:30,2025-10-31 10:15:00,29.3,31.7,3.6,5.4,11.2,32,0,0,0,0,451.1,2241.6,2241.6,961.4,61,223,961.4
2025-10-31T10:10:00+05:30,2025-10-31 10:10:00,29,31.5,2.9,3.6,11.2,246,0,0,0,0,451.1,2241.6,2241.6,961.4,63,188,961.4
2025-10-31T10:05:00+05:30,2025-10-31 10:05:00,28.8,31.1,2.5,5.4,11.2,150,0,0,0,0,451.1,2241.6,2241.6,961.3,63,188,961.3
