"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","PM2.5 Outdoor (µg/m^3)","PM2.5 Outdoor 24 Hour Average (µg/m^3)","Indoor Battery","Absolute Pressure (hPa)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","PM2.5 Outdoor","PM2.5 Outdoor 24 Hour Average","PM2.5 Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-04-30T23:55:00+05:30,2025-04-30 23:55:00,22.6,23.5,22.4,0,0,33.2,1,0,10.9,3.5,20.8,219.4,722.8,959.2,99,0,0,24.5,88,16,11.2,1,959.2,1,1,0,59,47,1,1,25.3,22.4
2025-04-30T23:50:00+05:30,2025-04-30 23:50:00,22.7,23.6,22.6,0,0,33.2,1,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.6,88,13,11.1,1,959,1,1,0,53,46,1,1,25.4,22.5
2025-04-30T23:45:00+05:30,2025-04-30 23:45:00,22.7,23.6,22.6,0,0,33.2,1,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.6,88,13,11.1,1,959,1,1,0,53,46,1,1,25.4,22.5
2025-04-30T23:40:00+05:30,2025-04-30 23:40:00,22.6,23.5,22.4,0,0,33.2,2,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.6,88,18,11.2,1,959,1,18,0,63,46,1,1,25.4,22.5
2025-04-30T23:35:00+05:30,2025-04-30 23:35:00,22.8,23.7,22.6,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,958.7,99,0,0,24.6,88,18,11.2,1,958.7,1,18,0,63,46,1,1,25.4,22.5
2025-04-30T23:30:00+05:30,2025-04-30 23:30:00,22.8,23.7,22.6,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,958.7,99,0,0,24.7,88,14,11,1,958.7,1,18,0,55,46,1,1,25.6,22.6
2025-04-30T23:25:00+05:30,2025-04-30 23:25:00,22.8,23.7,22.6,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.6,88,14,11,1,959,1,18,0,55,46,1,1,25.4,22.5
2025-04-30T23:20:00+05:30,2025-04-30 23:20:00,22.8,23.7,22.6,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.7,88,16,11,1,959,1,18,0,59,45,1,1,25.6,22.6
2025-04-30T23:15:00+05:30,2025-04-30 23:15:00,22.9,23.8,22.7,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.7,88,16,11,1,959,1,18,0,59,45,1,1,25.6,22.6
2025-04-30T23:10:00+05:30,2025-04-30 23:10:00,22.9,23.8,22.7,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,959,99,0,0,24.7,88,17,11,1,959,1,18,0,61,45,1,1,25.6,22.6
2025-04-30T23:05:00+05:30,2025-04-30 23:05:00,22.9,23.8,22.7,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,959.3,99,0,0,24.7,88,17,11,1,959.3,1,18,0,61,45,1,1,25.6,22.6
2025-04-30T23:00:00+05:30,2025-04-30 23:00:00,22.9,23.8,22.7,0,0,33.2,19,0,10.9,3.5,20.8,219.4,722.8,959.5,99,0,0,24.7,88,14,10.8,1,959.5,1,10,0,55,45,1,1,25.6,22.6
2025-04-30T22:55:00+05:30,2025-04-30 22:55:00,22.9,23.8,22.7,0,0,33.2,10,0,10.9,3.5,20.8,219.4,722.8,959.1,99,0,0,24.7,88,14,10.8,1,959.1,1,10,0,55,45,1,1,25.6,22.6
2025-04-30T22:50:00+05:30,2025-04-30 22:50:00,22.9,23.8,22.7,0,0,33.2,10,0,10.9,3.5,20.8,219.4,722.8,959.1,99,0,0,24.7,88,15,10.8,1,959.1,1,340,0,57,45,1,1,25.6,22.6
2025-04-30T22:45:00+05:30,2025-04-30 22:45:00,22.9,23.8,22.7,0,0,33.2,59,0,10.9,3.5,20.8,219.4,722.8,959.3,99,0,0,24.8,88,15,10.8,1,959.3,1,346,0,57,45,1,1,25.6,22.7
2025-04-30T22:40:00+05:30,2025-04-30 22:40:00,23,23.9,22.8,0,0,33.2,345,0,10.9,3.5,20.8,219.4,722.8,959.3,99,0,0,24.8,88,21,10.8,1,959.3,1,345,0,70,44,1,1,25.6,22.7
2025-04-30T22:35:00+05:30,2025-04-30 22:35:00,23,23.9,22.8,0,0,33.2,346,0,10.9,3.5,20.8,219.4,722.8,959.2,99,0,0,24.8,88,21,10.8,1,959.2,1,345,0,70,44,1,1,25.6,22.7
2025-04-30T22:30:00+05:30,2025-04-30 22:30:00,22.9,23.8,22.7,0,0,33.2,18,0,10.9,3.5,20.8,219.4,722.8,959.2,99,0,0,24.8,88,17,10.6,1,959.2,1,327,0,61,44,1,1,25.6,22.7
2025-04-30T22:25:00+05:30,2025-04-30 22:25:00,22.9,23.8,22.7,0,0,33.2,327,0,10.9,3.5,20.8,219.4,722.8,959.2,99,0,0,24.7,88,17,10.6,1,959.2,1,327,0,61,44,1,1,25.6,22.6
2025-04-30T22:20:00+05:30,2025-04-30 22:20:00,22.9,23.8,22.7,0.3,1.8,33.2,343,0,10.9,3.5,20.8,219.4,722.8,959.1,99,0,0,24.6,88,16,10.5,1,959.1,1,280,0,59,43,1,1,25.4,22.5
2025-04-30T22:15:00+05:30,2025-04-30 22:15:00,22.9,23.8,22.7,0,0,33.2,280,0,10.9,3.5,20.8,219.4,722.8,958.8,99,0,0,24.7,88,16,10.5,1,958.8,1,280,0,59,43,1,1,25.6,22.6
